tgl,ot,lat,lon,depth,mag,remark,strike1,dip1,rake1,strike2,dip2,rake2,kategori_kerusakan
2022-11-28,14:13:32.513,-6.86,107.04,19,1.7,Java - Indonesia,,,,,,,Aman
2022-11-28,13:30:28.187,-6.8,107.04,30,1.7,Java - Indonesia,,,,,,,Aman
2022-11-28,13:21:27.538,-6.75,107.05,18,2.2,Java - Indonesia,,,,,,,Aman
2022-11-28,12:38:33.849,-6.86,107.21,16,1.9,Java - Indonesia,,,,,,,Aman
2022-11-28,12:08:22.761,-6.86,106.99,16,1.9,Java - Indonesia,,,,,,,Aman
2022-11-28,11:38:44.194,-6.86,107.07,12,1.8,Java - Indonesia,,,,,,,Aman
2022-11-28,11:08:51.098,-6.79,107.05,10,2.9,Java - Indonesia,,,,,,,Aman
2022-11-28,09:05:09.038,-6.84,107.08,10,3.4,Java - Indonesia,,,,,,,Aman
2022-11-28,08:16:20.634,-6.74,107.17,10,2.3,Java - Indonesia,,,,,,,Aman
2022-11-28,05:28:49.558,-6.82,107.06,10,2.3,Java - Indonesia,,,,,,,Aman
2022-11-28,04:57:50.923,-6.83,107.08,19,2.0,Java - Indonesia,,,,,,,Aman
2022-11-28,04:51:34.925,-6.74,107.09,15,2.5,Java - Indonesia,,,,,,,Aman
2022-11-28,04:07:41.490,-8.31,107.84,21,3.0,Java - Indonesia,,,,,,,Aman
2022-11-28,03:41:14.006,-6.87,107.07,16,1.7,Java - Indonesia,,,,,,,Aman
2022-11-28,01:27:08.780,-6.81,107.08,10,3.0,Java - Indonesia,,,,,,,Aman
2022-11-28,00:28:36.375,-6.6,107.24,13,2.1,Java - Indonesia,,,,,,,Aman
2022-11-29,23:58:17.046,-6.8,107.08,10,2.3,Java - Indonesia,,,,,,,Aman
2022-11-29,23:22:17.145,-6.83,107.08,12,2.0,Java - Indonesia,,,,,,,Aman
2022-11-29,22:51:26.444,-6.89,107.13,39,1.9,Java - Indonesia,,,,,,,Aman
2022-11-29,22:44:54.006,-10.88,113.64,37,3.8,South of Java - Indonesia,,,,,,,Aman
2022-11-29,17:37:28.078,-7.13,105.79,11,2.7,Java - Indonesia,,,,,,,Aman
2022-11-29,16:19:25.105,-8.4,109.2,31,3.6,Java - Indonesia,,,,,,,Aman
2022-11-29,16:02:53.022,-7.29,107.39,15,2.6,Java - Indonesia,,,,,,,Aman
2022-11-29,15:13:26.003,-6.82,107.09,11,2.2,Java - Indonesia,,,,,,,Aman
2022-11-29,14:22:12.057,-6.78,107.06,10,1.9,Java - Indonesia,,,,,,,Aman
2022-11-29,13:57:25.996,-6.85,107.1,10,2.7,Java - Indonesia,,,,,,,Aman
2022-11-29,13:49:01.366,-6.82,107.1,15,2.0,Java - Indonesia,,,,,,,Aman
2022-11-29,13:16:06.529,-6.76,107.12,21,1.7,Java - Indonesia,,,,,,,Aman
2022-11-29,12:39:09.710,-6.78,107.08,16,2.4,Java - Indonesia,,,,,,,Aman
2022-11-29,12:07:34.951,-6.83,107.08,10,2.0,Java - Indonesia,,,,,,,Aman
2022-11-29,10:48:04.781,-6.87,107.15,14,1.4,Java - Indonesia,,,,,,,Aman
2022-11-29,10:06:07.811,-7.98,107.91,27,2.2,Java - Indonesia,,,,,,,Aman
2022-11-29,09:05:36.998,-6.83,107.09,14,2.0,Java - Indonesia,,,,,,,Aman
2022-11-29,08:23:37.672,-6.83,107.08,13,1.6,Java - Indonesia,,,,,,,Aman
2022-11-29,05:54:15.527,-7.02,107.0,19,1.8,Java - Indonesia,,,,,,,Aman
2022-11-29,03:27:10.212,-6.84,107.1,10,1.8,Java - Indonesia,,,,,,,Aman
2022-11-29,02:35:05.645,-6.8,107.11,10,2.1,Java - Indonesia,,,,,,,Aman
2022-11-29,02:07:59.479,-6.87,107.09,10,1.4,Java - Indonesia,,,,,,,Aman
2022-11-29,01:49:24.266,-8.67,111.38,92,4.2,Java - Indonesia,104.6,71.0,60.2,344.99,34.9,145.3,Aman
2022-11-29,01:49:24.266,-8.67,111.38,92,4.2,Java - Indonesia,,,,,,,Aman
2022-11-29,01:22:24.524,-6.86,107.09,20,1.7,Java - Indonesia,,,,,,,Aman
2022-11-29,01:16:15.744,-6.78,107.03,11,2.2,Java - Indonesia,,,,,,,Aman
2022-11-30,21:33:43.417,-6.85,107.18,22,1.3,Java - Indonesia,,,,,,,Aman
2022-11-30,19:58:33.896,-6.84,107.07,16,1.7,Java - Indonesia,,,,,,,Aman
2022-11-30,19:50:54.426,-6.82,107.12,10,1.9,Java - Indonesia,,,,,,,Aman
2022-11-30,19:50:31.363,-6.8,107.08,10,2.0,Java - Indonesia,,,,,,,Aman
2022-11-30,19:16:42.974,-6.85,107.08,10,2.0,Java - Indonesia,,,,,,,Aman
2022-11-30,17:04:25.121,-6.85,107.08,10,1.7,Java - Indonesia,,,,,,,Aman
2022-11-30,16:41:30.480,-8.28,107.21,13,2.9,Java - Indonesia,,,,,,,Aman
2022-11-30,15:56:02.160,-6.81,107.1,25,1.9,Java - Indonesia,,,,,,,Aman
2022-11-30,15:46:04.498,-6.78,107.07,10,1.7,Java - Indonesia,,,,,,,Aman
2022-11-30,15:24:34.129,-6.84,107.09,10,2.8,Java - Indonesia,,,,,,,Aman
2022-11-30,14:13:33.884,-7.71,107.52,17,2.3,Java - Indonesia,,,,,,,Aman
2022-11-30,13:15:21.671,-8.33,107.16,10,3.8,Java - Indonesia,,,,,,,Aman
2022-11-30,12:37:26.410,-7.52,106.75,36,2.1,Java - Indonesia,,,,,,,Aman
2022-11-30,12:29:52.259,-6.85,107.1,10,1.5,Java - Indonesia,,,,,,,Aman
2022-11-30,10:33:25.454,-6.84,107.08,10,2.8,Java - Indonesia,,,,,,,Aman
2022-11-30,09:16:23.122,-8.3,107.19,10,4.2,Java - Indonesia,,,,,,,Aman
2022-11-30,07:16:37.183,-7.56,106.9,92,2.4,Java - Indonesia,,,,,,,Aman
2022-11-30,06:12:27.778,-7.86,108.87,64,2.4,Java - Indonesia,,,,,,,Aman
2022-11-30,03:07:30.527,-6.78,107.14,14,2.1,Java - Indonesia,,,,,,,Aman
2022-11-30,01:50:54.495,-6.87,107.17,13,1.5,Java - Indonesia,,,,,,,Aman
2022-11-30,01:18:15.804,-6.81,107.08,23,2.1,Java - Indonesia,,,,,,,Aman
2022-11-30,00:53:40.737,-6.82,107.08,12,3.5,Java - Indonesia,107.2,48.8,65.9,321.47,46.6,115.1,Aman
2022-11-30,00:53:40.737,-6.82,107.08,12,3.5,Java - Indonesia,,,,,,,Aman
2022-12-01,23:53:05.316,-6.78,107.06,10,2.0,Java - Indonesia,,,,,,,Aman
2022-12-01,19:54:00.517,-6.77,107.09,10,1.4,Java - Indonesia,,,,,,,Aman
2022-12-01,18:41:36.214,-6.84,107.06,10,1.2,Java - Indonesia,,,,,,,Aman
2022-12-01,18:29:11.888,-6.82,107.08,10,1.5,Java - Indonesia,,,,,,,Aman
2022-12-01,17:36:40.216,-6.82,107.09,11,1.6,Java - Indonesia,,,,,,,Aman
2022-12-01,14:52:00.605,-6.84,107.03,14,1.8,Java - Indonesia,,,,,,,Aman
2022-12-01,11:54:56.105,-6.82,107.06,11,1.7,Java - Indonesia,,,,,,,Aman
2022-12-01,09:05:06.800,-6.7,107.12,10,2.4,Java - Indonesia,,,,,,,Aman
2022-12-01,08:58:48.750,-6.81,107.02,10,2.8,Java - Indonesia,,,,,,,Aman
2022-12-01,07:44:19.090,-6.83,107.07,10,2.2,Java - Indonesia,,,,,,,Aman
2022-12-01,07:29:19.858,-6.83,107.08,10,2.9,Java - Indonesia,,,,,,,Aman
2022-12-01,06:19:18.072,-8.31,108.87,37,2.6,Java - Indonesia,,,,,,,Aman
2022-12-01,05:04:55.770,-8.8,111.68,67,3.0,Java - Indonesia,,,,,,,Aman
2022-12-01,03:41:09.485,-6.79,107.12,10,1.8,Java - Indonesia,,,,,,,Aman
2022-12-01,02:51:23.497,-6.84,107.03,10,1.8,Java - Indonesia,,,,,,,Aman
2022-12-01,02:42:08.089,-6.83,107.02,10,2.1,Java - Indonesia,,,,,,,Aman
2022-12-02,22:09:53.030,-6.79,107.07,10,2.2,Java - Indonesia,,,,,,,Aman
2022-12-02,20:37:21.597,-8.11,107.91,24,4.6,Java - Indonesia,,,,,,,Aman
2022-12-02,18:43:48.028,-8.29,107.21,10,2.8,Java - Indonesia,,,,,,,Aman
2022-12-02,17:54:33.921,-6.84,107.01,10,1.8,Java - Indonesia,,,,,,,Aman
2022-12-02,16:18:13.663,-7.13,107.02,147,2.2,Java - Indonesia,,,,,,,Aman
2022-12-02,13:41:29.289,-6.8,107.09,12,1.5,Java - Indonesia,,,,,,,Aman
2022-12-02,10:47:31.556,-6.82,107.09,10,2.1,Java - Indonesia,,,,,,,Aman
2022-12-02,10:26:30.505,-7.27,109.61,10,2.3,Java - Indonesia,,,,,,,Aman
2022-12-02,07:34:23.621,-6.9,107.09,10,2.0,Java - Indonesia,,,,,,,Aman
2022-12-02,07:12:48.584,-6.78,107.1,11,2.0,Java - Indonesia,,,,,,,Aman
2022-12-02,06:03:30.182,-6.84,107.1,10,2.6,Java - Indonesia,,,,,,,Aman
2022-12-02,02:05:24.497,-6.83,107.03,13,2.5,Java - Indonesia,,,,,,,Aman
2022-12-02,02:00:29.154,-7.95,117.45,12,2.9,Bali Sea,,,,,,,Aman
2022-12-02,01:51:24.935,-7.86,114.21,13,3.1,Bali Sea,,,,,,,Aman
2022-12-02,00:42:00.643,-6.85,107.09,10,2.5,Java - Indonesia,,,,,,,Aman
2022-12-03,22:25:13.343,-6.82,107.11,10,1.7,Java - Indonesia,,,,,,,Aman
2022-12-03,22:01:02.427,-6.84,107.06,10,4.3,Java - Indonesia,,,,,,,Aman
2022-12-03,21:39:54.374,-7.34,108.24,10,2.8,Java - Indonesia,,,,,,,Aman
2022-12-03,21:34:49.253,-7.38,108.23,10,3.0,Java - Indonesia,,,,,,,Aman
2022-12-03,19:54:52.876,-7.59,107.52,94,2.6,Java - Indonesia,,,,,,,Aman
2022-12-03,19:39:49.997,-7.98,117.8,25,2.4,Bali Sea,,,,,,,Aman
2022-12-03,13:11:35.448,-8.28,109.02,26,2.7,Java - Indonesia,,,,,,,Aman
2022-12-03,12:02:47.880,-8.3,109.0,27,2.4,Java - Indonesia,,,,,,,Aman
2022-12-03,11:26:35.099,-6.84,107.07,10,3.1,Java - Indonesia,,,,,,,Aman
2022-12-03,10:59:00.720,-7.6,107.52,103,3.2,Java - Indonesia,,,,,,,Aman
2022-12-03,09:49:42.115,-7.33,107.55,119,6.1,Java - Indonesia,154.2,71.7,23.4,56.52,67.9,160.2,Kerusakan Berat
2022-12-03,09:49:42.115,-7.33,107.55,119,6.1,Java - Indonesia,,,,,,,Kerusakan Berat
2022-12-03,03:25:02.481,-6.83,107.07,10,1.8,Java - Indonesia,,,,,,,Aman
2022-12-03,02:13:49.777,-8.41,108.94,14,2.8,Java - Indonesia,,,,,,,Aman
2022-12-04,20:09:49.547,-7.08,106.29,131,2.2,Java - Indonesia,,,,,,,Aman
2022-12-04,19:28:38.435,-6.83,107.09,10,1.1,Java - Indonesia,,,,,,,Aman
2022-12-04,17:24:25.349,-8.22,108.42,38,3.0,Java - Indonesia,,,,,,,Aman
2022-12-04,16:38:53.326,-7.89,117.66,19,2.8,Bali Sea,,,,,,,Aman
2022-12-04,16:01:44.748,-9.78,113.72,38,4.3,South of Java - Indonesia,,,,,,,Aman
2022-12-04,15:35:21.678,-6.83,107.07,11,2.1,Java - Indonesia,,,,,,,Aman
2022-12-04,15:02:49.960,-6.18,112.67,606,5.0,Java - Indonesia,107.5,63.9,-64.6,240.32,35.8,-131.2,Aman
2022-12-04,15:02:49.960,-6.18,112.67,606,5.0,Java - Indonesia,,,,,,,Aman
2022-12-04,14:43:00.247,-9.45,110.18,13,3.3,South of Java - Indonesia,,,,,,,Aman
2022-12-04,14:32:25.247,-9.53,110.18,12,3.7,South of Java - Indonesia,,,,,,,Aman
2022-12-04,14:29:09.689,-9.48,110.23,11,3.3,South of Java - Indonesia,,,,,,,Aman
2022-12-04,14:18:16.408,-9.51,110.17,14,3.6,South of Java - Indonesia,,,,,,,Aman
2022-12-04,14:14:14.212,-9.43,110.27,14,3.5,South of Java - Indonesia,,,,,,,Aman
2022-12-04,12:15:19.501,-6.79,107.1,25,2.2,Java - Indonesia,,,,,,,Aman
2022-12-04,06:43:15.629,-6.71,107.34,11,2.3,Java - Indonesia,,,,,,,Aman
2022-12-04,02:57:36.831,-7.38,108.25,10,3.2,Java - Indonesia,,,,,,,Aman
2022-12-04,02:25:13.364,-6.92,107.11,10,2.2,Java - Indonesia,,,,,,,Aman
2022-12-04,01:06:01.317,-7.42,107.61,102,2.7,Java - Indonesia,,,,,,,Aman
2022-12-05,18:10:54.313,-8.74,110.25,18,3.0,Java - Indonesia,,,,,,,Aman
2022-12-05,17:53:39.250,-6.85,107.07,12,1.9,Java - Indonesia,,,,,,,Aman
2022-12-05,16:00:40.098,-7.98,116.85,10,2.4,Bali Sea,,,,,,,Aman
2022-12-05,13:18:06.735,-6.81,107.08,19,1.6,Java - Indonesia,,,,,,,Aman
2022-12-05,12:36:01.396,-8.11,107.89,31,2.6,Java - Indonesia,,,,,,,Aman
2022-12-05,09:00:14.375,-6.84,107.09,12,2.0,Java - Indonesia,,,,,,,Aman
2022-12-05,03:07:38.333,-7.19,107.7,10,2.1,Java - Indonesia,,,,,,,Aman
2022-12-05,00:30:05.594,-8.29,107.91,25,3.7,Java - Indonesia,,,,,,,Aman
2022-12-06,19:48:57.781,-10.64,113.4,10,4.1,South of Java - Indonesia,,,,,,,Aman
2022-12-06,19:45:53.667,-10.83,113.31,23,4.1,South of Java - Indonesia,,,,,,,Aman
2022-12-06,15:41:08.970,-10.61,113.45,32,4.1,South of Java - Indonesia,,,,,,,Aman
2022-12-06,15:36:38.081,-10.49,113.49,28,3.7,South of Java - Indonesia,,,,,,,Aman
2022-12-06,15:33:17.270,-6.78,107.11,10,1.6,Java - Indonesia,,,,,,,Aman
2022-12-06,15:09:32.622,-10.45,113.48,10,3.9,South of Java - Indonesia,,,,,,,Aman
2022-12-06,14:42:47.970,-10.46,113.43,10,3.7,South of Java - Indonesia,,,,,,,Aman
2022-12-06,14:21:35.575,-10.32,113.65,25,3.4,South of Java - Indonesia,,,,,,,Aman
2022-12-06,14:10:19.251,-10.7,113.25,10,4.0,South of Java - Indonesia,,,,,,,Aman
2022-12-06,14:03:16.894,-10.51,113.47,10,3.8,South of Java - Indonesia,,,,,,,Aman
2022-12-06,11:07:48.027,-10.66,113.38,10,3.9,South of Java - Indonesia,,,,,,,Aman
2022-12-06,10:36:09.714,-6.74,106.89,10,1.9,Java - Indonesia,,,,,,,Aman
2022-12-06,10:22:05.246,-10.62,113.39,10,5.2,South of Java - Indonesia,137.8,43.2,-75.5,298.3,48.5,-103.2,Aman
2022-12-06,10:22:05.246,-10.62,113.39,10,5.2,South of Java - Indonesia,,,,,,,Aman
2022-12-06,09:27:08.326,-10.54,113.43,10,4.2,South of Java - Indonesia,,,,,,,Aman
2022-12-06,09:05:20.373,-6.77,107.35,14,2.2,Java - Indonesia,,,,,,,Aman
2022-12-06,08:55:49.115,-10.74,113.35,10,4.4,South of Java - Indonesia,,,,,,,Aman
2022-12-06,08:48:13.235,-10.55,113.36,10,3.7,South of Java - Indonesia,,,,,,,Aman
2022-12-06,08:15:06.743,-10.66,113.39,10,4.1,South of Java - Indonesia,,,,,,,Aman
2022-12-06,07:20:06.217,-9.73,113.49,10,3.4,South of Java - Indonesia,,,,,,,Aman
2022-12-06,07:15:15.751,-10.83,113.38,10,4.1,South of Java - Indonesia,,,,,,,Aman
2022-12-06,06:49:11.921,-10.62,113.34,10,4.3,South of Java - Indonesia,,,,,,,Aman
2022-12-06,06:36:04.360,-10.25,113.2,10,3.9,South of Java - Indonesia,,,,,,,Aman
2022-12-06,06:25:33.748,-10.8,113.31,10,4.4,South of Java - Indonesia,,,,,,,Aman
2022-12-06,06:07:49.861,-10.7,113.38,10,6.0,South of Java - Indonesia,100.9,38.5,-89.1,279.82,51.6,-90.7,Kerusakan Ringan
2022-12-06,06:07:49.861,-10.7,113.38,10,6.0,South of Java - Indonesia,,,,,,,Kerusakan Ringan
2022-12-06,03:39:52.380,-6.89,107.15,22,1.5,Java - Indonesia,,,,,,,Aman
2022-12-06,03:13:26.136,-7.99,107.34,29,2.5,Java - Indonesia,,,,,,,Aman
2022-12-06,00:10:45.653,-6.84,107.08,10,1.7,Java - Indonesia,,,,,,,Aman
2022-12-07,23:40:02.975,-6.85,107.06,26,2.0,Java - Indonesia,,,,,,,Aman
2022-12-07,22:53:44.335,-6.82,107.05,11,1.5,Java - Indonesia,,,,,,,Aman
2022-12-07,22:49:47.281,-6.86,107.12,26,2.1,Java - Indonesia,,,,,,,Aman
2022-12-07,20:58:34.396,-10.55,113.26,83,3.2,South of Java - Indonesia,,,,,,,Aman
2022-12-07,20:01:51.680,-10.49,113.37,10,3.3,South of Java - Indonesia,,,,,,,Aman
2022-12-07,19:04:50.772,-9.07,113.08,14,2.7,South of Java - Indonesia,,,,,,,Aman
2022-12-07,18:54:21.002,-6.83,107.09,10,1.4,Java - Indonesia,,,,,,,Aman
2022-12-07,18:13:34.551,-6.83,107.02,25,1.5,Java - Indonesia,,,,,,,Aman
2022-12-07,17:03:19.070,-8.14,106.49,60,2.5,South of Java - Indonesia,,,,,,,Aman
2022-12-07,16:10:06.206,-6.8,107.07,10,1.5,Java - Indonesia,,,,,,,Aman
2022-12-07,16:05:03.036,-8.36,110.21,10,2.9,Java - Indonesia,,,,,,,Aman
2022-12-07,15:14:33.455,-10.63,113.36,33,4.7,South of Java - Indonesia,,,,,,,Aman
2022-12-07,14:58:10.503,-10.45,113.38,10,3.4,South of Java - Indonesia,,,,,,,Aman
2022-12-07,10:56:50.930,-7.53,107.3,10,3.0,Java - Indonesia,,,,,,,Aman
2022-12-07,08:57:08.061,-10.62,113.42,10,3.9,South of Java - Indonesia,,,,,,,Aman
2022-12-07,08:29:50.822,-6.82,107.08,12,2.1,Java - Indonesia,,,,,,,Aman
2022-12-07,06:58:11.868,-7.19,108.05,10,1.9,Java - Indonesia,,,,,,,Aman
2022-12-07,02:11:55.399,-10.49,113.22,26,3.7,South of Java - Indonesia,,,,,,,Aman
2022-12-07,01:03:50.858,-6.78,107.12,17,2.0,Java - Indonesia,,,,,,,Aman
2022-12-08,21:18:23.493,-6.75,107.1,12,2.1,Java - Indonesia,,,,,,,Aman
2022-12-08,18:47:11.627,-6.8,107.09,13,1.7,Java - Indonesia,,,,,,,Aman
2022-12-08,16:38:16.362,-6.79,107.08,17,1.6,Java - Indonesia,,,,,,,Aman
2022-12-08,12:21:38.225,-8.08,107.91,25,3.3,Java - Indonesia,,,,,,,Aman
2022-12-08,09:35:36.118,-10.48,113.52,30,3.6,South of Java - Indonesia,,,,,,,Aman
2022-12-08,08:39:25.692,-7.39,106.19,28,3.6,Java - Indonesia,,,,,,,Aman
2022-12-08,07:53:26.530,-10.81,113.58,10,3.9,South of Java - Indonesia,,,,,,,Aman
2022-12-08,07:07:35.621,-6.8,107.09,12,1.6,Java - Indonesia,,,,,,,Aman
2022-12-08,02:49:14.965,-8.87,110.76,79,4.6,Java - Indonesia,148.8,46.0,6.2,54.46,85.5,135.8,Aman
2022-12-08,02:49:14.965,-8.87,110.76,79,4.6,Java - Indonesia,,,,,,,Aman
2022-12-08,02:23:45.163,-6.83,107.06,10,1.9,Java - Indonesia,,,,,,,Aman
2022-12-08,01:03:52.122,-7.05,106.94,106,1.9,Java - Indonesia,,,,,,,Aman
2022-12-08,00:50:56.569,-7.0,106.98,117,5.8,Java - Indonesia,175.4,28.2,101.0,342.95,62.3,84.2,Kerusakan Ringan
2022-12-08,00:50:56.569,-7.0,106.98,117,5.8,Java - Indonesia,,,,,,,Kerusakan Ringan
2022-12-09,21:20:15.746,-10.54,113.33,10,3.7,South of Java - Indonesia,,,,,,,Aman
2022-12-09,18:33:46.017,-10.43,113.47,10,4.0,South of Java - Indonesia,,,,,,,Aman
2022-12-09,17:34:41.438,-9.16,113.59,10,3.0,South of Java - Indonesia,,,,,,,Aman
2022-12-09,16:44:06.235,-7.18,107.02,93,2.9,Java - Indonesia,,,,,,,Aman
2022-12-10,23:39:22.400,-6.81,107.13,22,2.4,Java - Indonesia,,,,,,,Aman
2022-12-10,18:52:19.246,-6.92,107.11,27,1.7,Java - Indonesia,,,,,,,Aman
2022-12-10,18:37:25.001,-9.88,107.53,10,4.7,South of Java - Indonesia,,,,,,,Aman
2022-12-10,12:07:46.129,-10.47,113.3,10,3.6,South of Java - Indonesia,,,,,,,Aman
2022-12-10,11:53:19.556,-10.68,113.41,14,4.5,South of Java - Indonesia,106.7,21.1,-76.3,272.09,69.5,-95.2,Aman
2022-12-10,11:53:19.556,-10.68,113.41,14,4.5,South of Java - Indonesia,,,,,,,Aman
2022-12-10,02:10:06.034,-7.2,107.05,96,3.2,Java - Indonesia,,,,,,,Aman
2022-12-11,16:13:10.637,-8.9,111.43,19,4.4,Java - Indonesia,,,,,,,Aman
2022-12-11,14:06:56.503,-8.48,113.41,110,3.1,Java - Indonesia,,,,,,,Aman
2022-12-11,03:25:58.677,-8.27,106.98,10,4.0,South of Java - Indonesia,,,,,,,Aman
2022-12-12,18:09:01.420,-6.83,107.09,10,2.3,Java - Indonesia,,,,,,,Aman
2022-12-12,16:48:57.440,-7.59,106.0,19,3.0,Java - Indonesia,,,,,,,Aman
2022-12-12,14:26:37.833,-7.51,106.72,32,3.6,Java - Indonesia,,,,,,,Aman
2022-12-12,13:44:59.401,-8.34,110.9,18,2.7,Java - Indonesia,,,,,,,Aman
2022-12-12,04:17:02.443,-7.72,106.86,28,3.6,Java - Indonesia,,,,,,,Aman
2022-12-13,14:36:38.101,-6.76,107.06,17,2.0,Java - Indonesia,,,,,,,Aman
2022-12-13,13:09:22.272,-6.8,107.09,10,2.1,Java - Indonesia,,,,,,,Aman
2022-12-13,12:50:38.150,-6.82,107.07,10,1.9,Java - Indonesia,,,,,,,Aman
2022-12-13,09:28:50.047,-8.09,107.91,29,4.0,Java - Indonesia,,,,,,,Aman
2022-12-13,07:51:40.055,-6.84,107.07,10,2.6,Java - Indonesia,,,,,,,Aman
2022-12-13,05:37:38.850,-6.8,107.11,10,2.1,Java - Indonesia,,,,,,,Aman
2022-12-13,01:38:41.679,-6.77,107.09,12,2.3,Java - Indonesia,,,,,,,Aman
2022-12-14,19:46:26.720,-7.06,107.12,10,2.7,Java - Indonesia,,,,,,,Aman
2022-12-14,16:51:25.833,-7.14,106.99,94,2.9,Java - Indonesia,,,,,,,Aman
2022-12-14,12:58:21.604,-7.53,106.73,30,3.9,Java - Indonesia,,,,,,,Aman
2022-12-14,12:44:23.513,-10.5,113.41,10,3.6,South of Java - Indonesia,,,,,,,Aman
2022-12-14,01:28:17.331,-6.76,107.11,21,2.5,Java - Indonesia,,,,,,,Aman
2022-12-15,19:29:29.291,-8.29,109.05,33,3.3,Java - Indonesia,,,,,,,Aman
2022-12-15,17:18:38.474,-7.03,105.46,21,2.8,Java - Indonesia,,,,,,,Aman
2022-12-15,01:56:56.515,-6.85,107.07,10,1.6,Java - Indonesia,,,,,,,Aman
2022-12-16,19:24:44.530,-6.78,107.07,10,2.2,Java - Indonesia,,,,,,,Aman
2022-12-16,16:09:28.335,-6.91,106.9,11,1.8,Java - Indonesia,,,,,,,Aman
2022-12-16,16:05:37.032,-6.8,107.1,10,2.0,Java - Indonesia,,,,,,,Aman
2022-12-16,15:49:48.195,-6.95,106.89,32,1.9,Java - Indonesia,,,,,,,Aman
2022-12-16,12:08:09.973,-7.02,107.01,11,2.0,Java - Indonesia,,,,,,,Aman
2022-12-16,11:19:15.773,-9.25,110.54,10,4.6,South of Java - Indonesia,,,,,,,Aman
2022-12-16,03:36:14.693,-8.21,108.67,80,3.0,Java - Indonesia,,,,,,,Aman
2022-12-16,01:42:13.249,-6.82,107.07,10,2.5,Java - Indonesia,,,,,,,Aman
2022-12-17,02:18:58.950,-8.07,107.34,26,2.9,Java - Indonesia,,,,,,,Aman
2022-12-18,23:10:07.444,-6.82,107.08,12,2.0,Java - Indonesia,,,,,,,Aman
2022-12-18,22:47:49.709,-7.48,106.87,13,2.6,Java - Indonesia,,,,,,,Aman
2022-12-18,21:34:02.410,-10.58,113.46,13,3.6,South of Java - Indonesia,,,,,,,Aman
2022-12-18,20:53:51.204,-10.6,113.46,10,4.6,South of Java - Indonesia,,,,,,,Aman
2022-12-18,17:03:08.781,-7.81,108.64,82,2.9,Java - Indonesia,,,,,,,Aman
2022-12-18,06:01:27.358,-8.84,110.67,10,2.9,Java - Indonesia,,,,,,,Aman
2022-12-19,23:43:59.327,-8.84,111.18,26,2.4,Java - Indonesia,,,,,,,Aman
2022-12-19,17:54:50.884,-10.67,111.67,10,3.7,South of Java - Indonesia,,,,,,,Aman
2022-12-19,16:23:32.139,-6.87,107.17,11,1.2,Java - Indonesia,,,,,,,Aman
2022-12-19,13:00:35.700,-7.96,110.42,10,1.5,Java - Indonesia,,,,,,,Aman
2022-12-20,18:05:48.356,-8.84,112.48,34,4.9,Java - Indonesia,127.5,53.2,128.5,254.43,51.2,50.2,Aman
2022-12-20,18:05:48.356,-8.84,112.48,34,4.9,Java - Indonesia,,,,,,,Aman
2022-12-20,17:00:20.916,-8.94,112.48,32,4.0,Java - Indonesia,,,,,,,Aman
2022-12-20,16:53:30.887,-7.25,107.69,10,2.1,Java - Indonesia,,,,,,,Aman
2022-12-20,05:45:43.127,-6.82,107.08,10,2.4,Java - Indonesia,,,,,,,Aman
2022-12-20,00:03:07.231,-6.84,107.06,13,2.0,Java - Indonesia,,,,,,,Aman
2022-12-21,21:18:28.668,-6.98,108.5,10,3.9,Java - Indonesia,154.3,89.2,-151.0,63.84,61.0,-0.9,Aman
2022-12-21,21:18:28.668,-6.98,108.5,10,3.9,Java - Indonesia,,,,,,,Aman
2022-12-21,11:47:08.125,-7.53,107.56,107,4.3,Java - Indonesia,,,,,,,Aman
2022-12-21,08:59:22.074,-6.84,107.09,10,3.0,Java - Indonesia,,,,,,,Aman
2022-12-21,06:28:38.660,-6.81,107.16,23,1.9,Java - Indonesia,,,,,,,Aman
2022-12-21,05:18:26.024,-6.85,107.06,24,2.0,Java - Indonesia,,,,,,,Aman
2022-12-21,03:06:17.976,-7.71,106.93,25,3.2,Java - Indonesia,,,,,,,Aman
2022-12-22,16:43:44.712,-8.72,108.06,19,3.8,Java - Indonesia,,,,,,,Aman
2022-12-22,07:21:40.221,-6.78,107.09,10,2.6,Java - Indonesia,,,,,,,Aman
2022-12-22,05:08:06.581,-6.77,107.06,10,2.2,Java - Indonesia,,,,,,,Aman
2022-12-22,00:44:48.675,-6.81,107.07,14,2.0,Java - Indonesia,,,,,,,Aman
2022-12-23,21:39:51.255,-6.83,107.12,10,2.4,Java - Indonesia,,,,,,,Aman
2022-12-23,18:00:05.308,-6.82,107.05,10,2.0,Java - Indonesia,,,,,,,Aman
2022-12-23,15:00:59.315,-8.03,107.89,27,3.3,Java - Indonesia,,,,,,,Aman
2022-12-23,12:56:04.193,-6.77,107.1,10,2.5,Java - Indonesia,,,,,,,Aman
2022-12-23,11:41:23.613,-6.79,107.11,10,2.7,Java - Indonesia,,,,,,,Aman
2022-12-23,08:47:47.458,-6.86,107.18,10,1.5,Java - Indonesia,,,,,,,Aman
2022-12-23,04:36:21.828,-7.48,106.62,38,3.1,Java - Indonesia,,,,,,,Aman
2022-12-24,20:57:34.946,-9.28,109.54,42,5.1,South of Java - Indonesia,145.9,84.5,97.4,271.96,9.2,36.5,Aman
2022-12-24,20:57:34.946,-9.28,109.54,42,5.1,South of Java - Indonesia,,,,,,,Aman
